"","taxon","user_supplied_name","taxon_rank","kingdom","phylum","class","order","family","genus","species","superfamily","paper","subgenus","infraspecies"
"128","Aethriamanta","Aethriamanta","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Aethriamanta",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"129","Selysiothemis","Selysiothemis","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Selysiothemis",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"130","Zenithoptera","Zenithoptera","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Zenithoptera",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"131","Argyrothemis","Argyrothemis","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Argyrothemis",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"132","Macrothemis","Macrothemis","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Macrothemis",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"133","Scapanea","Scapanea","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Scapanea",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"134","Paltothemis","Paltothemis","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Paltothemis",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"135","Brechmorhoga","Brechmorhoga","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Brechmorhoga",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"136","Gynothemis","Gynothemis","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Gynothemis",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"137","Pachydiplax","Pachydiplax","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Pachydiplax",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"138","Anatya","Anatya","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Anatya",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"139","Nephepeltia","Nephepeltia","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Nephepeltia",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"140","Fylgia","Fylgia","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Fylgia",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"141","Edonis","Edonis","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Edonis",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"142","Libellula","Libellula Eolibellula","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Libellula",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"143","Nesogonia","Nesogonia","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Nesogonia",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"144","Aeshna","Aeshna","genus","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"145","Odonata","Odonata unter besonderer","order","Animalia","Arthropoda","Insecta","Odonata",NA,NA,NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"146","Petalura","Petalura","genus","Animalia","Arthropoda","Insecta","Odonata","Petaluridae","Petalura",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"147","Meganeuridae","Meganeuridae","family","Animalia","Arthropoda","Insecta","Meganisoptera","Meganeuridae",NA,NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"148","Insecta","Insecta","class","Animalia","Arthropoda","Insecta",NA,NA,NA,NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"149","Neopetalia punctata Hagen in Selys, 1854","Neopetalia punctata","species","Animalia","Arthropoda","Insecta","Odonata","Neopetaliidae","Neopetalia","Neopetalia punctata",NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"150","Watanabeopetalia","Watanabeopetalia","genus","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Watanabeopetalia",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"151","Eutheria","Eutheria","genus","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Eutheria",NA,"Chrysomeloidea","!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"152","Odo","Odo nata","genus","Animalia","Arthropoda","Arachnida","Araneae","Xenoctenidae","Odo",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"153","Martinia","Martinia","genus","Animalia","Brachiopoda","Rhynchonellata","Spiriferida","Martiniidae","Martinia",NA,"Martinioidea","!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"154","Synthemis","Synthemis","genus","Animalia","Arthropoda","Insecta","Odonata","Synthemistidae","Synthemis",NA,NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"155","Pentathemis membranulata Karsch, 1890","Pentathemis membranulata","species","Animalia","Arthropoda","Insecta","Odonata","Corduliidae","Pentathemis","Pentathemis membranulata",NA,"!Carle et al. 2015 Anisoptera - Jessica Ware.pdf",NA,NA
"156","Limnephilidae","Limnephilidae","family","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae",NA,NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"157","Trichoptera","Trichoptera","order","Animalia","Arthropoda","Insecta","Trichoptera",NA,NA,NA,NA,"1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"158","Cryptothrix nebulicola McLachlan, 1867","Cryptothrix nebulicola","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Cryptothrix","Cryptothrix nebulicola","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"159","Ephemeroptera","Ephemeroptera","order","Animalia","Arthropoda","Insecta","Ephemeroptera",NA,NA,NA,NA,"1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"160","Diptera","Diptera","order","Animalia","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,"1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"161","Allogamus","Allogamus","genus","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Allogamus",NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"162","Brachycentrus","Brachycentrus","genus","Animalia","Arthropoda","Insecta","Trichoptera","Brachycentridae","Brachycentrus",NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"163","Drusus","Drusus","genus","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus",NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"164","Limnocentropus","Limnocentropus","genus","Animalia","Arthropoda","Insecta","Trichoptera","Limnocentropodidae","Limnocentropus",NA,"Leptoceroidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"165","Chironomidae","Chironomidae","family","Animalia","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,NA,"1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"166","Anomalopterygella","Anomalopterygella","genus","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Anomalopterygella",NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"167","Cryptothrix","Cryptothrix","genus","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Cryptothrix",NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"168","Ecclisopteryx","Ecclisopteryx","genus","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Ecclisopteryx",NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"169","Leptodrusus","Leptodrusus","genus","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Leptodrusus",NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"170","Metanoea","Metanoea","genus","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Metanoea",NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"171","Monocentra","Monocentra","genus","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Monocentra",NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"172","Plecoptera","Plecoptera","genus","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Plecoptera",NA,"Noctuoidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"173","Drusus discolor (Rambur, 1842)","Drusus discolor","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus discolor","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"174","Limnephilus","Limnephilus","genus","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Limnephilus",NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"175","Drusus nigrescens Meyer-Duer, 1875","Drusus nigrescens","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus nigrescens","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"176","Drusus","Drusus monticola","genus","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus",NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"177","Drusus melanchaetes McLachlan, 1876","Drusus melanchaetes","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus melanchaetes","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"178","Drusus","Drusus adustus","genus","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus",NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"179","Metanoea rhaetica Schmid, 1956","Metanoea rhaetica","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Metanoea","Metanoea rhaetica","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"180","Metanoea flavipennis (Pictet, 1834)","Metanoea flavipennis","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Metanoea","Metanoea flavipennis","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"181","Drusus biguttatus (Pictet, 1834)","Drusus biguttatus","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus biguttatus","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"182","Drusus mixtus (Pictet, 1834)","Drusus mixtus","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus mixtus","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"183","Drusus trifidus McLachlan, 1868","Drusus trifidus","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus trifidus","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"184","Drusus brunneus Klapalek, 1898","Drusus brunneus","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus brunneus","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"185","Anomalopterygella chauviniana (Stein, 1874)","Anomalopterygella chauviniana","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Anomalopterygella","Anomalopterygella chauviniana","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"186","Drusus rectus McLachlan, 1868","Drusus rectus","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus rectus","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"187","Drusus annulatus (Stephens, 1837)","Drusus annulatus","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus annulatus","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"188","Ecclisopteryx asterix Malicky, 1979","Ecclisopteryx asterix","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Ecclisopteryx","Ecclisopteryx asterix","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"189","Ecclisopteryx malickyi Moretti, 1991","Ecclisopteryx malickyi","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Ecclisopteryx","Ecclisopteryx malickyi","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"190","Ecclisopteryx","Ecclisopteryx dalecarlica","genus","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Ecclisopteryx",NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"191","Ecclisopteryx guttulata (Pictet, 1834)","Ecclisopteryx guttulata","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Ecclisopteryx","Ecclisopteryx guttulata","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"192","Ecclisopteryx madida (McLachlan, 1867)","Ecclisopteryx madida","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Ecclisopteryx","Ecclisopteryx madida","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"193","Drusus botosaneanui Kumanski, 1968","Drusus botosaneanui","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus botosaneanui","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"194","Drusus radovanovici Marinkovic-Gospodnetic, 1971","Drusus radovanovici","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus radovanovici","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"195","Drusus","Drusus septentrionis","genus","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus",NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"196","Drusus discophoroides Kumanski, 1979","Drusus discophoroides","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus discophoroides","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"197","Drusus","Drusus balcanicus","genus","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus",NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"198","Drusus macedonicus Schmid, 1956","Drusus macedonicus","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus macedonicus","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"199","Drusus","Drusus malickyi","genus","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus",NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"200","Drusus","Drusus meridionalis","genus","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus",NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"201","Drusus siveci Malicky, 1981","Drusus siveci","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus siveci","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"202","Drusus romanicus Murgoci & Botosaneanu, 1953","Drusus romanicus","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus romanicus","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"203","Drusus chrysotus (Rambur, 1842)","Drusus chrysotus","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus chrysotus","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"204","Drusus muelleri McLachlan, 1868","Drusus muelleri","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus muelleri","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"205","Drusus alpinus (Meyer-Duer, 1875)","Drusus alpinus","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus alpinus","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"206","Drusus franzi Schmid, 1956","Drusus franzi","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus franzi","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"207","Chaetopteryx","Chaetopteryx","genus","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Chaetopteryx",NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"208","Melampophylax austriacus Malicky, 1990","Melampophylax austriacus","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Melampophylax","Melampophylax austriacus","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"209","Wolbachia","Wolbachia","genus","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia",NA,NA,"1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"210","Allogamus auricollis (Pictet, 1834)","Allogamus auricollis","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Allogamus","Allogamus auricollis","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"211","Brachycentrus (Oligoplectrum) maculatum (Fourcroy, 1785)","Brachycentrus maculatus","species","Animalia","Arthropoda","Insecta","Trichoptera","Brachycentridae","Brachycentrus","Brachycentrus maculatum","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"212","Brachycentrus (Brachycentrus) subnubilus Curtis, 1834","Brachycentrus subnubilus","species","Animalia","Arthropoda","Insecta","Trichoptera","Brachycentridae","Brachycentrus","Brachycentrus subnubilus","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"213","Limnocentropus himalayanus Martynov, 1930","Limnocentropus himalayanus","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnocentropodidae","Limnocentropus","Limnocentropus himalayanus","Leptoceroidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"214","Brachycentrus (Sphinctogaster) occidentalis Banks, 1911","Brachycentrus occidentalis","species","Animalia","Arthropoda","Insecta","Trichoptera","Brachycentridae","Brachycentrus","Brachycentrus occidentalis","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"215","Protura","Protura","order","Animalia","Arthropoda","Entognatha","Protura",NA,NA,NA,NA,"1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"216","Insecta","Insecta","class","Animalia","Arthropoda","Insecta",NA,NA,NA,NA,NA,"1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"217","Brachycentridae","Brachycentridae","family","Animalia","Arthropoda","Insecta","Trichoptera","Brachycentridae",NA,NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"218","Goeridae","Goeridae","family","Animalia","Arthropoda","Insecta","Trichoptera","Goeridae",NA,NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"219","Calocidae","Calocidae","family","Animalia","Arthropoda","Insecta","Trichoptera","Calocidae",NA,NA,"Sericostomatoidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"220","Wolbachia","Wolbachia endosymbiont","genus","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia",NA,NA,"1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"221","Drusus radovanovici Marinkovic-Gospodnetic, 1971","Drusus radovanovici radovanovici","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus radovanovici","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"222","Chaetopteryx rugulosa Kolenati, 1848","Chaetopteryx rugulosa","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Chaetopteryx","Chaetopteryx rugulosa","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"223","Chaetopteryx","Chaetopteryx morettii","genus","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Chaetopteryx",NA,"Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"224","Leptoceridae","Leptoceridae","family","Animalia","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA,"Leptoceroidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"225","Anthopotamus","Anthopotamus","genus","Animalia","Arthropoda","Insecta","Ephemeroptera","Potamanthidae","Anthopotamus",NA,"Ephemeroidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"226","Potamanthidae","Potamanthidae","family","Animalia","Arthropoda","Insecta","Ephemeroptera","Potamanthidae",NA,NA,"Ephemeroidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"227","Oligoplectrum maculatum (Fourcroy, 1785)","Oligoplectrum maculatum","species","Animalia","Arthropoda","Insecta","Trichoptera","Brachycentridae","Brachycentrus","Brachycentrus maculatum","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"228","Potamophylax nigricornis (Pictet, 1834)","Potamophylax nigricornis","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Potamophylax","Potamophylax nigricornis","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"229","Drosophila","Drosophila","genus","Animalia","Arthropoda","Insecta","Diptera","Lauxaniidae","Drosophila",NA,NA,"1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"230","Austrotinodes","Austrotinodes","genus","Animalia","Arthropoda","Insecta","Trichoptera","Ecnomidae","Austrotinodes",NA,"Hydropsychoidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"231","Ecnomidae","Ecnomidae","family","Animalia","Arthropoda","Insecta","Trichoptera","Ecnomidae",NA,NA,"Hydropsychoidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"232","Wormaldia","Wormaldia","genus","Animalia","Arthropoda","Insecta","Trichoptera","Philopotamidae","Wormaldia",NA,"Philopotamoidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"233","Philopotamidae","Philopotamidae","family","Animalia","Arthropoda","Insecta","Trichoptera","Philopotamidae",NA,NA,"Philopotamoidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"234","Drusus vinconi Sipahiler, 1992","Drusus vinconi","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus vinconi","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
"235","Drusus franzressli Malicky in Malicky & Kumanski, 1974","Drusus franzressli","species","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Drusus","Drusus franzressli","Limnephiloidea","1-s2.0-S1055790315002237-main - Paul Frandsen.pdf",NA,NA
